Tour Code; Tour Description; Year; Tourn.#; Player #; Course #; Permanent Tournament #; Player First Name; Player Last Name; Round; Tournament Name;Course Name; Hole; Hole Score; Par Value; Yardage;  Shot; Shot Type(S/P/D);# of Strokes; From Location(Scorer); From Location(Laser); To Location(Scorer); To Location(Laser); Distance; Distance to Pin; In the Hole Flag; Around the Green Flag;1st Putt Flag; Distance to Hole after the Shot; Time; Lie; Elevation; Slope; X Coordinate; Y Coordinate;  Z Coordinate; Distance from Center; Distance from Edge
R;PGA TOUR;2011;410;02206;688;060;David;Toms;01;TOUR Championship by Coca-Cola;East Lake GC;07; 4;04;434;03;S;1;Green;Unknown;Green;Unknown;00169;00157;N;N;Y;00000000014;1405;Good;With;Level;  8,460.5800;  8,839.1870;    523.4580;00015;00184
R;PGA TOUR;2011;410;02206;688;060;David;Toms;01;TOUR Championship by Coca-Cola;East Lake GC;07; 4;04;434;04;S;1;Green;Unknown;;;00014;00014;Y;N;;00000000000;1406;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;02206;688;060;David;Toms;01;TOUR Championship by Coca-Cola;East Lake GC;08; 4;04;405;01;S;1;Tee Box;;Fairway Bunker;Unknown;09893;14544;N;N;;00000004307;1409;Good;With;Level;  8,343.7390;  9,388.5580;    520.9070;00909;00387
R;PGA TOUR;2011;410;02206;688;060;David;Toms;01;TOUR Championship by Coca-Cola;East Lake GC;08; 4;04;405;02;S;1;Fairway Bunker;Unknown;Green;Unknown;04431;04307;N;N;;00000000198;1413;Good;With;Level;  8,267.8040;  9,749.8920;    521.9950;00134;00226
R;PGA TOUR;2011;410;02206;688;060;David;Toms;01;TOUR Championship by Coca-Cola;East Lake GC;08; 4;04;405;03;S;1;Green;Unknown;Green;Unknown;00243;00198;N;N;Y;00000000040;1418;Good;With;Level;  8,286.1260;  9,741.3650;    521.5640;00031;00084
R;PGA TOUR;2011;410;02206;688;060;David;Toms;01;TOUR Championship by Coca-Cola;East Lake GC;08; 4;04;405;04;S;1;Green;Unknown;;;00040;00040;Y;N;;00000000000;1419;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;02206;688;060;David;Toms;01;TOUR Championship by Coca-Cola;East Lake GC;09; 5;05;600;01;S;1;Tee Box;;Primary Rough;Right Rough;09580;21168;N;N;;00000011699;1421;Good;With;Level;  8,822.6610;  9,592.8240;    502.6510;00054;00131
R;PGA TOUR;2011;410;02206;688;060;David;Toms;01;TOUR Championship by Coca-Cola;East Lake GC;09; 5;05;600;02;S;1;Primary Rough;Right Rough;Fairway;Left Fairway;02916;11699;N;N;;00000008789;1425;N/A;With;Level;  9,064.8460;  9,600.2680;    484.0540;00127;00233
R;PGA TOUR;2011;410;02206;688;060;David;Toms;01;TOUR Championship by Coca-Cola;East Lake GC;09; 5;05;600;03;S;1;Fairway;Left Fairway;Green Side Bunker;Right Green Side Bunker;08360;08789;N;Y;;00000000739;1427;Good;With;Level;  9,760.5300;  9,563.4080;    476.0460;00570;00232
R;PGA TOUR;2011;410;02206;688;060;David;Toms;01;TOUR Championship by Coca-Cola;East Lake GC;09; 5;05;600;04;S;1;Green Side Bunker;Right Green Side Bunker;Green;Unknown;00757;00739;N;N;;00000000050;1432;Good;With;Level;  9,801.3800;  9,611.1150;    481.5490;00022;00155
R;PGA TOUR;2011;410;02206;688;060;David;Toms;01;TOUR Championship by Coca-Cola;East Lake GC;09; 5;05;600;05;S;1;Green;Unknown;;;00050;00050;Y;N;Y;00000000000;1434;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;02206;688;060;David;Toms;01;TOUR Championship by Coca-Cola;East Lake GC;10; 4;04;469;01;S;1;Tee Box;;Fairway;Right Fairway;09444;16524;N;N;;00000007052;1437;Good;With;Level; 11,027.5440;  9,971.9420;    505.0120;00357;00224
R;PGA TOUR;2011;410;02206;688;060;David;Toms;01;TOUR Championship by Coca-Cola;East Lake GC;10; 4;04;469;02;S;1;Fairway;Right Fairway;Green Side Bunker;Right Front Green Side Bunker;06720;07052;N;Y;;00000000373;1442;Good;With;Level; 11,574.9750;  9,855.7590;    524.6580;00182;00190
R;PGA TOUR;2011;410;02206;688;060;David;Toms;01;TOUR Championship by Coca-Cola;East Lake GC;10; 4;04;469;03;S;1;Green Side Bunker;Right Front Green Side Bunker;Green;Unknown;00426;00373;N;N;;00000000048;1445;Good;With;Level; 11,609.0330;  9,864.6530;    529.4620;00021;00209
R;PGA TOUR;2011;410;02206;688;060;David;Toms;01;TOUR Championship by Coca-Cola;East Lake GC;10; 4;04;469;04;S;1;Green;Unknown;;;00048;00048;Y;N;Y;00000000000;1448;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;02206;688;060;David;Toms;01;TOUR Championship by Coca-Cola;East Lake GC;11; 4;03;197;01;S;1;Tee Box;;Green Side Bunker;Right Green Side Bunker;06904;06444;N;Y;;00000000857;1451;Good;With;Level; 12,181.9000;  9,803.3600;    545.2600;00762;00217
R;PGA TOUR;2011;410;02206;688;060;David;Toms;01;TOUR Championship by Coca-Cola;East Lake GC;11; 4;03;197;02;S;1;Green Side Bunker;Right Green Side Bunker;Green;Unknown;01084;00857;N;N;;00000000262;1453;Good;With;Level; 12,152.1000;  9,888.6500;    543.9960;00117;00013
R;PGA TOUR;2011;410;02206;688;060;David;Toms;01;TOUR Championship by Coca-Cola;East Lake GC;11; 4;03;197;03;S;1;Green;Unknown;Green;Unknown;00271;00262;N;N;Y;00000000032;1456;Good;With;Level; 12,166.6310;  9,871.3320;    544.7030;00032;00261
R;PGA TOUR;2011;410;02206;688;060;David;Toms;01;TOUR Championship by Coca-Cola;East Lake GC;11; 4;03;197;04;S;1;Green;Unknown;;;00032;00032;Y;N;;00000000000;1456;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;02206;688;060;David;Toms;01;TOUR Championship by Coca-Cola;East Lake GC;12; 4;04;391;01;S;1;Tee Box;;Primary Rough;Right Rough;10449;14436;N;N;;00000003943;1500;Good;With;Level; 11,408.1060;  9,692.4530;    519.1770;00630;00218
R;PGA TOUR;2011;410;02206;688;060;David;Toms;01;TOUR Championship by Coca-Cola;East Lake GC;12; 4;04;391;02;S;1;Primary Rough;Right Rough;Green;Unknown;04167;03943;N;N;;00000000233;1503;N/A;With;Level; 11,060.9870;  9,686.9670;    510.3150;00115;01526
R;PGA TOUR;2011;410;02206;688;060;David;Toms;01;TOUR Championship by Coca-Cola;East Lake GC;12; 4;04;391;03;S;1;Green;Unknown;Green;Unknown;00254;00233;N;N;Y;00000000022;1506;Good;With;Level; 11,081.3410;  9,692.8020;    510.4140;00006;01295
R;PGA TOUR;2011;410;02206;688;060;David;Toms;01;TOUR Championship by Coca-Cola;East Lake GC;12; 4;04;391;04;S;1;Green;Unknown;;;00022;00022;Y;N;;00000000000;1507;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;02206;688;060;David;Toms;01;TOUR Championship by Coca-Cola;East Lake GC;13; 4;04;476;01;S;1;Tee Box;;Fairway;Right Fairway;09205;16848;N;N;;00000007717;1510;Good;With;Level; 11,576.8470;  9,409.5690;    517.6070;00108;00015
R;PGA TOUR;2011;410;02206;688;060;David;Toms;01;TOUR Championship by Coca-Cola;East Lake GC;13; 4;04;476;02;S;1;Fairway;Right Fairway;Green;Unknown;07657;07717;N;N;;00000000069;1515;Good;With;Level; 12,207.4820;  9,500.5720;    551.3330;00032;00159
R;PGA TOUR;2011;410;02206;688;060;David;Toms;01;TOUR Championship by Coca-Cola;East Lake GC;13; 4;04;476;03;S;1;Green;Unknown;Green;Unknown;00074;00069;N;N;Y;00000000005;1521;Good;With;Level; 12,213.4350;  9,499.1310;    551.3760;00006;00232
R;PGA TOUR;2011;410;02206;688;060;David;Toms;01;TOUR Championship by Coca-Cola;East Lake GC;13; 4;04;476;04;S;1;Green;Unknown;;;00005;00005;Y;N;;00000000000;1521;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;02206;688;060;David;Toms;01;TOUR Championship by Coca-Cola;East Lake GC;14; 5;04;442;01;S;1;Tee Box;;Primary Rough;Left Rough;10369;16272;N;N;;00000005962;1525;Good;With;Level; 11,405.7320;  9,216.5890;    515.1220;00987;00522
R;PGA TOUR;2011;410;02206;688;060;David;Toms;01;TOUR Championship by Coca-Cola;East Lake GC;14; 5;04;442;02;S;1;Primary Rough;Left Rough;Intermediate Rough;Right Intermediate;05063;05962;N;Y;;00000001285;1528;N/A;With;Level; 10,997.7690;  9,323.4540;    503.3790;00671;00011
R;PGA TOUR;2011;410;02206;688;060;David;Toms;01;TOUR Championship by Coca-Cola;East Lake GC;14; 5;04;442;03;S;1;Intermediate Rough;Right Intermediate;Green;Unknown;01192;01285;N;N;;00000000094;1532;Good;With;Level; 10,916.6610;  9,266.1590;    504.9030;00060;00251
R;PGA TOUR;2011;410;02206;688;060;David;Toms;01;TOUR Championship by Coca-Cola;East Lake GC;14; 5;04;442;04;S;1;Green;Unknown;Green;Unknown;00095;00094;N;N;Y;00000000001;1534;Good;With;Level; 10,910.7090;  9,260.9040;    505.0530;00003;00162
R;PGA TOUR;2011;410;02206;688;060;David;Toms;01;TOUR Championship by Coca-Cola;East Lake GC;14; 5;04;442;05;S;1;Green;Unknown;;;00001;00001;Y;N;;00000000000;1534;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;02206;688;060;David;Toms;01;TOUR Championship by Coca-Cola;East Lake GC;15; 4;05;525;01;S;1;Tee Box;;Fairway;Right Fairway;09795;19044;N;N;;00000009014;1539;Good;With;Level; 11,520.4290;  8,952.3160;    499.2320;00526;00096
R;PGA TOUR;2011;410;02206;688;060;David;Toms;01;TOUR Championship by Coca-Cola;East Lake GC;15; 4;05;525;02;S;1;Fairway;Right Fairway;Green Side Bunker;Right Green Side Bunker;08050;09014;N;Y;;00000000966;1543;Good;With;Level; 12,132.6000;  8,682.2600;    547.3420;00247;00251
R;PGA TOUR;2011;410;02206;688;060;David;Toms;01;TOUR Championship by Coca-Cola;East Lake GC;15; 4;05;525;03;S;1;Green Side Bunker;Right Green Side Bunker;Green;Unknown;00841;00966;N;N;;00000000130;1546;Good;With;Level; 12,197.0960;  8,655.8700;    554.4270;00061;00256
R;PGA TOUR;2011;410;02206;688;060;David;Toms;01;TOUR Championship by Coca-Cola;East Lake GC;15; 4;05;525;04;S;1;Green;Unknown;;;00130;00130;Y;N;Y;00000000000;1549;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;02206;688;060;David;Toms;01;TOUR Championship by Coca-Cola;East Lake GC;16; 3;04;481;01;S;1;Tee Box;;Intermediate Rough;Right Intermediate;10992;17172;N;N;;00000006249;1553;Good;With;Level; 11,306.5000;  8,540.0220;    498.8580;00367;00056
R;PGA TOUR;2011;410;02206;688;060;David;Toms;01;TOUR Championship by Coca-Cola;East Lake GC;16; 3;04;481;02;S;1;Intermediate Rough;Right Intermediate;Green;Unknown;06227;06249;N;N;;00000000037;1557;N/A;With;Level; 10,788.5220;  8,567.2990;    482.6400;00029;00166
R;PGA TOUR;2011;410;02206;688;060;David;Toms;01;TOUR Championship by Coca-Cola;East Lake GC;16; 3;04;481;03;S;1;Green;Unknown;;;00037;00037;Y;N;Y;00000000000;1603;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;02206;688;060;David;Toms;01;TOUR Championship by Coca-Cola;East Lake GC;17; 4;04;470;01;S;1;Tee Box;;Primary Rough;Right Rough;09943;16524;N;N;;00000006715;1606;Good;With;Level; 10,660.4670;  9,129.9220;    481.1870;00701;00252
R;PGA TOUR;2011;410;02206;688;060;David;Toms;01;TOUR Championship by Coca-Cola;East Lake GC;17; 4;04;470;02;S;1;Primary Rough;Right Rough;Green;Unknown;06241;06715;N;N;;00000000610;1611;N/A;With;Level; 10,640.3920;  9,649.6560;    479.8970;00420;00177
R;PGA TOUR;2011;410;02206;688;060;David;Toms;01;TOUR Championship by Coca-Cola;East Lake GC;17; 4;04;470;03;S;1;Green;Unknown;Green;Unknown;00647;00610;N;N;Y;00000000033;1615;Good;With;Level; 10,602.9290;  9,688.4620;    479.7000;00031;00151
R;PGA TOUR;2011;410;02206;688;060;David;Toms;01;TOUR Championship by Coca-Cola;East Lake GC;17; 4;04;470;04;S;1;Green;Unknown;;;00033;00033;Y;N;;00000000000;1617;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;02206;688;060;David;Toms;01;TOUR Championship by Coca-Cola;East Lake GC;18; 4;03;235;01;S;1;Tee Box;;Green;Unknown;08347;07992;N;N;;00000000458;1621;Good;With;Level; 10,143.5190;  9,889.3800;    494.8950;00328;00080
R;PGA TOUR;2011;410;02206;688;060;David;Toms;01;TOUR Championship by Coca-Cola;East Lake GC;18; 4;03;235;02;S;1;Green;Unknown;Green;Unknown;00508;00458;N;N;Y;00000000054;1626;Good;With;Level; 10,166.0810;  9,853.5900;    493.0940;00055;00248
R;PGA TOUR;2011;410;02206;688;060;David;Toms;01;TOUR Championship by Coca-Cola;East Lake GC;18; 4;03;235;03;S;1;Green;Unknown;Green;Unknown;00076;00054;N;N;;00000000017;1627;Good;With;Level; 10,166.0220;  9,859.9220;    492.9700;00019;00197
R;PGA TOUR;2011;410;02206;688;060;David;Toms;01;TOUR Championship by Coca-Cola;East Lake GC;18; 4;03;235;04;S;1;Green;Unknown;;;00017;00017;Y;N;;00000000000;1627;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;01;TOUR Championship by Coca-Cola;East Lake GC;01; 3;04;424;01;S;1;Tee Box;;Fairway;Right Fairway;10914;15444;N;N;;00000004526;1305;Good;With;Level;  9,071.8950;  9,830.2810;    480.9130;00186;00242
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;01;TOUR Championship by Coca-Cola;East Lake GC;01; 3;04;424;02;S;1;Fairway;Right Fairway;Green;Unknown;04655;04526;N;N;;00000000124;1310;Good;With;Level;  8,685.1490;  9,849.2370;    504.0610;00006;00251
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;01;TOUR Championship by Coca-Cola;East Lake GC;01; 3;04;424;03;S;1;Green;Unknown;;;00124;00124;Y;N;Y;00000000000;1315;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;01;TOUR Championship by Coca-Cola;East Lake GC;02; 3;03;214;01;S;1;Tee Box;;Green Side Bunker;Left Green Side Bunker;07231;07812;N;Y;;00000000979;1317;Good;With;Level;  9,161.3550; 10,063.1670;    486.5420;00757;00244
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;01;TOUR Championship by Coca-Cola;East Lake GC;02; 3;03;214;02;S;1;Green Side Bunker;Left Green Side Bunker;Green;Unknown;00962;00979;N;N;;00000000018;1321;Good;With;Level;  9,220.4420; 10,009.1870;    490.6840;00016;00160
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;01;TOUR Championship by Coca-Cola;East Lake GC;02; 3;03;214;03;S;1;Green;Unknown;;;00018;00018;Y;N;Y;00000000000;1323;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;01;TOUR Championship by Coca-Cola;East Lake GC;03; 4;04;387;01;S;1;Tee Box;;Primary Rough;Left Rough;10690;13464;N;N;;00000002917;1325;Good;With;Level;  8,399.1980; 10,018.3900;    510.3870;00545;00185
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;01;TOUR Championship by Coca-Cola;East Lake GC;03; 4;04;387;02;S;1;Primary Rough;Left Rough;Green;Unknown;03290;02917;N;N;;00000000370;1330;N/A;With;Level;  8,131.1060; 10,074.5490;    522.6360;00034;00348
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;01;TOUR Championship by Coca-Cola;East Lake GC;03; 4;04;387;03;S;1;Green;Unknown;Green;Unknown;00389;00370;N;N;Y;00000000016;1333;Good;With;Level;  8,163.2200; 10,070.0250;    521.4690;00008;00116
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;01;TOUR Championship by Coca-Cola;East Lake GC;03; 4;04;387;04;S;1;Green;Unknown;;;00016;00016;Y;N;;00000000000;1333;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;01;TOUR Championship by Coca-Cola;East Lake GC;04; 4;04;440;01;S;1;Tee Box;;Fairway;Left Fairway;10619;15768;N;N;;00000005210;1337;Good;With;Level;  8,145.1580;  9,273.2840;    512.9280;00212;00074
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;01;TOUR Championship by Coca-Cola;East Lake GC;04; 4;04;440;02;S;1;Fairway;Left Fairway;Green;Unknown;05361;05210;N;N;;00000000157;1341;Good;With;Level;  8,117.5630;  8,827.6540;    528.6900;00053;00254
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;01;TOUR Championship by Coca-Cola;East Lake GC;04; 4;04;440;03;S;1;Green;Unknown;Green;Unknown;00182;00157;N;N;Y;00000000021;1345;Good;With;Level;  8,113.5930;  8,842.2900;    528.2290;00000;00135
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;01;TOUR Championship by Coca-Cola;East Lake GC;04; 4;04;440;04;S;1;Green;Unknown;;;00021;00021;Y;N;;00000000000;1345;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;01;TOUR Championship by Coca-Cola;East Lake GC;05; 4;04;520;01;S;1;Tee Box;;Fairway;Right Fairway;11303;18576;N;N;;00000007272;1349;Good;With;Level;  9,119.3370;  8,616.5090;    493.9570;00041;00316
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;01;TOUR Championship by Coca-Cola;East Lake GC;05; 4;04;520;02;S;1;Fairway;Right Fairway;Green;Unknown;07497;07272;N;N;;00000000231;1354;Good;With;Level;  9,734.0100;  8,504.9690;    484.0170;00069;00257
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;01;TOUR Championship by Coca-Cola;East Lake GC;05; 4;04;520;03;S;1;Green;Unknown;Green;Unknown;00267;00231;N;N;Y;00000000031;1400;Good;With;Level;  9,714.3090;  8,515.2920;    483.5100;00013;00151
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;01;TOUR Championship by Coca-Cola;East Lake GC;05; 4;04;520;04;S;1;Green;Unknown;;;00031;00031;Y;N;;00000000000;1402;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;01;TOUR Championship by Coca-Cola;East Lake GC;06; 3;03;209;01;S;1;Tee Box;;Fringe;Left Fairway;08045;07740;N;Y;;00000000454;1406;Good;With;Level;  9,795.5950;  8,835.1450;    477.0670;00357;00000
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;01;TOUR Championship by Coca-Cola;East Lake GC;06; 3;03;209;02;S;1;Fringe;Left Fairway;Green;Unknown;00484;00454;N;N;;00000000026;1411;Good;With;Level;  9,835.8750;  8,833.3030;    476.1650;00015;00000
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;01;TOUR Championship by Coca-Cola;East Lake GC;06; 3;03;209;03;S;1;Green;Unknown;;;00026;00026;Y;N;Y;00000000000;1413;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;01;TOUR Championship by Coca-Cola;East Lake GC;07; 4;04;434;01;S;1;Tee Box;;Intermediate Rough;Left Intermediate;10621;15804;N;N;;00000005063;1415;Good;With;Level;  8,865.3550;  8,955.1460;    499.4160;00230;00070
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;01;TOUR Championship by Coca-Cola;East Lake GC;07; 4;04;434;02;S;1;Intermediate Rough;Left Intermediate;Green;Unknown;05438;05063;N;N;;00000000378;1421;N/A;With;Level;  8,432.6390;  8,822.8670;    523.9320;00063;00060
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;01;TOUR Championship by Coca-Cola;East Lake GC;07; 4;04;434;03;S;1;Green;Unknown;Green;Unknown;00372;00378;N;N;Y;00000000010;1426;Good;With;Level;  8,460.3570;  8,836.7900;    523.4130;00011;00185
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;01;TOUR Championship by Coca-Cola;East Lake GC;07; 4;04;434;04;S;1;Green;Unknown;;;00010;00010;Y;N;;00000000000;1426;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;01;TOUR Championship by Coca-Cola;East Lake GC;08; 3;04;405;01;S;1;Tee Box;;Intermediate Rough;Left Intermediate;09640;14544;N;N;;00000004752;1429;Good;With;Level;  8,385.9420;  9,359.9490;    524.6910;00565;00022
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;01;TOUR Championship by Coca-Cola;East Lake GC;08; 3;04;405;02;S;1;Intermediate Rough;Left Intermediate;Green;Unknown;04701;04752;N;N;;00000000052;1433;N/A;With;Level;  8,284.6510;  9,738.3510;    521.5610;00002;00094
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;01;TOUR Championship by Coca-Cola;East Lake GC;08; 3;04;405;03;S;1;Green;Unknown;;;00052;00052;Y;N;Y;00000000000;1438;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;01;TOUR Championship by Coca-Cola;East Lake GC;09; 5;05;600;01;S;1;Tee Box;;Intermediate Rough;Right Intermediate;10323;21168;N;N;;00000011056;1440;Good;With;Level;  8,877.2830;  9,563.4160;    499.7880;00335;00105
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;01;TOUR Championship by Coca-Cola;East Lake GC;09; 5;05;600;02;S;1;Intermediate Rough;Right Intermediate;Fairway;Left Fairway;08431;11056;N;N;;00000002662;1445;N/A;Above Ball;Level;  9,576.1630;  9,632.3620;    479.1310;00380;00339
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;01;TOUR Championship by Coca-Cola;East Lake GC;09; 5;05;600;03;S;1;Fairway;Left Fairway;Green;Unknown;02570;02662;N;N;;00000000127;1451;Good;With;Level;  9,788.7090;  9,606.2700;    481.2080;00072;00157
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;01;TOUR Championship by Coca-Cola;East Lake GC;09; 5;05;600;04;S;1;Green;Unknown;Green;Unknown;00137;00127;N;N;Y;00000000005;1455;Good;With;Level;  9,797.6820;  9,613.3060;    481.5060;00005;00121
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;01;TOUR Championship by Coca-Cola;East Lake GC;09; 5;05;600;05;S;1;Green;Unknown;;;00005;00005;Y;N;;00000000000;1455;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;01;TOUR Championship by Coca-Cola;East Lake GC;10; 4;04;469;01;S;1;Tee Box;;Intermediate Rough;Left Intermediate;09887;16524;N;N;;00000006750;1459;Good;With;Level; 11,067.3340; 10,028.3870;    504.4210;00412;00079
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;01;TOUR Championship by Coca-Cola;East Lake GC;10; 4;04;469;02;S;1;Intermediate Rough;Left Intermediate;Green Side Bunker;Front Left Green Side Bunker;06225;06750;N;Y;;00000000913;1505;N/A;With;Level; 11,577.1550;  9,934.6600;    524.0790;00750;00339
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;01;TOUR Championship by Coca-Cola;East Lake GC;10; 4;04;469;03;S;1;Green Side Bunker;Front Left Green Side Bunker;Green;Unknown;00761;00913;N;N;;00000000152;1508;Good;With;Level; 11,600.8090;  9,876.0130;    529.1410;00131;00198
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;01;TOUR Championship by Coca-Cola;East Lake GC;10; 4;04;469;04;S;1;Green;Unknown;;;00152;00152;Y;N;Y;00000000000;1511;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;01;TOUR Championship by Coca-Cola;East Lake GC;11; 3;03;197;01;S;1;Tee Box;;Green;Unknown;06640;06444;N;N;;00000000263;1514;Good;With;Level; 12,186.7440;  9,885.8770;    545.2790;00203;00047
R;PGA TOUR;2011;410;06527;688;060;Steve;Stricker;01;TOUR Championship by Coca-Cola;East Lake GC;11; 3;03;197;02;S;1;Green;Unknown;Green;Unknown;00288;00263;N;N;Y;00000000020;1518;Good;With;Level; 12,166.5720;  9,872.8550;    544.6510;00015;00243
